Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
KL29678,Oregon,8624.917663,No,Basic,Master,8/1/2011,Employed,F,43610,Suburban,Married,106,16,60,0,5,Personal Auto,Personal L3,Offer2,Agent,508.8,Sports Car,Medsize
EK50729,Oregon,4582.647706,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Divorced,67,27,7,0,7,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize
MF87270,California,2952.581331,No,Basic,High School or Below,2/15/11,Employed,F,57248,Suburban,Married,74,31,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small
JS12902,Oregon,4122.964632,No,Basic,High School or Below,2/16/11,Medical Leave,F,24732,Rural,Married,107,18,44,0,1,Corporate Auto,Corporate L3,Offer3,Branch,72.771554,Sports Car,Medsize
JZ31045,California,2721.589169,No,Basic,College,4/2/2011,Employed,F,97719,Urban,Married,67,6,82,0,1,Personal Auto,Personal L3,Offer3,Branch,318.660896,Four-Door Car,Medsize
EH16250,Arizona,7705.283329,No,Basic,Bachelor,2/26/11,Employed,M,25290,Suburban,Single,66,0,4,0,2,Personal Auto,Personal L1,Offer3,Call Center,382.085897,Four-Door Car,Medsize
BN77676,California,4835.569505,No,Basic,High School or Below,5/1/2011,Unemployed,M,0,Suburban,Single,71,11,71,0,6,Personal Auto,Personal L2,Offer3,Agent,511.2,Four-Door Car,Medsize
PG42834,Arizona,6292.735356,No,Extended,Bachelor,2/2/2011,Employed,F,26577,Rural,Married,79,9,40,0,7,Personal Auto,Personal L2,Offer3,Agent,73.719521,Four-Door Car,Medsize
CY12922,Arizona,2506.360995,No,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,73,8,19,0,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small
ZG10765,Nevada,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Small
PQ46798,California,8300.70769,No,Basic,College,1/24/11,Disabled,F,17034,Suburban,Single,113,11,40,0,6,Personal Auto,Personal L1,Offer2,Agent,542.4,Sports Car,Medsize
LJ43988,California,20492.7355,No,Premium,Master,4/1/2011,Employed,F,27317,Suburban,Married,102,30,12,0,2,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize
UG72692,Oregon,2378.090679,No,Basic,Bachelor,8/1/2011,Unemployed,M,0,Suburban,Single,70,35,74,0,1,Personal Auto,Personal L3,Offer1,Branch,734.072654,Four-Door Car,Small
BG84194,Oregon,4037.501846,No,Basic,College,2/18/11,Employed,M,90760,Rural,Married,103,5,7,2,1,Special Auto,Special L3,Offer2,Branch,133.475315,SUV,Medsize
CJ64468,Oregon,4770.550911,Yes,Basic,College,1/2/2011,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L2,Offer1,Web,362.774545,Two-Door Car,Medsize
AW18068,Arizona,9468.509337,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Personal L1,Offer1,Agent,633.6,Two-Door Car,Medsize
BI34286,Oregon,6515.026481,No,Extended,Master,2/27/11,Employed,M,47259,Suburban,Married,81,22,54,0,5,Corporate Auto,Corporate L2,Offer1,Branch,388.8,Four-Door Car,Medsize
LZ57827,California,13931.35067,No,Basic,Bachelor,12/1/2011,Employed,M,37695,Urban,Married,118,11,62,0,2,Personal Auto,Personal L2,Offer1,Branch,352.311743,SUV,Medsize
UR34922,California,5633.741543,No,Basic,Doctor,2/2/2011,Employed,M,65255,Urban,Divorced,72,3,65,2,3,Personal Auto,Personal L3,Offer1,Agent,321.457124,Four-Door Car,Small
EO95166,Oregon,4617.838205,No,Premium,Bachelor,1/27/11,Employed,M,41167,Urban,Divorced,118,16,4,0,1,Personal Auto,Personal L2,Offer1,Branch,554.957693,Four-Door Car,Large
KU25309,Oregon,22425.25604,No,Basic,College,2/22/11,Employed,M,22537,Suburban,Married,64,24,87,1,2,Corporate Auto,Corporate L3,Offer4,Branch,307.2,Four-Door Car,Medsize
HZ28612,Washington,5626.572446,No,Basic,College,5/1/2011,Employed,F,59782,Suburban,Married,70,29,51,0,9,Personal Auto,Personal L2,Offer3,Branch,336.0,Four-Door Car,Small
KG84303,California,3942.917284,No,Extended,Master,1/29/11,Employed,M,38820,Suburban,Married,99,29,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,547.619785,Four-Door Car,Small
RV98208,Arizona,4991.035369,No,Basic,College,1/29/11,Employed,F,54189,Rural,Married,62,11,84,0,3,Personal Auto,Personal L1,Offer1,Agent,29.035528,Two-Door Car,Medsize
LT77960,Arizona,5316.7566,No,Basic,College,1/21/11,Employed,F,28559,Suburban,Married,66,5,1,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,427.242973,Four-Door Car,Medsize
DS50601,Nevada,10003.24729,No,Extended,Bachelor,3/2/2011,Employed,M,98192,Suburban,Married,84,2,64,1,2,Personal Auto,Personal L3,Offer1,Agent,403.2,Four-Door Car,Large
EY13576,Oregon,7374.077921,No,Basic,College,9/1/2011,Unemployed,F,0,Suburban,Married,110,19,87,4,3,Personal Auto,Personal L2,Offer1,Web,528.0,SUV,Medsize
UU42868,California,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Corporate Auto,Corporate L2,Offer2,Web,1027.000029,SUV,Medsize
AL27471,Oregon,3911.118202,No,Extended,Doctor,7/2/2011,Employed,M,30821,Urban,Married,97,27,59,0,1,Personal Auto,Personal L3,Offer2,Web,451.319227,Four-Door Car,Medsize
IR50609,Arizona,3985.547406,No,Premium,Bachelor,12/2/2011,Employed,M,75007,Suburban,Divorced,101,1,19,0,1,Personal Auto,Personal L1,Offer2,Agent,668.773522,Four-Door Car,Medsize
HW62747,Oregon,2298.379166,No,Basic,College,2/1/2011,Unemployed,M,0,Suburban,Married,63,19,9,0,1,Corporate Auto,Corporate L1,Offer2,Branch,302.4,Four-Door Car,Small
BJ13380,Oregon,5335.375586,No,Basic,Bachelor,2/28/11,Employed,F,91603,Suburban,Single,69,4,92,2,3,Personal Auto,Personal L2,Offer1,Agent,472.67262,Four-Door Car,Small
JG81480,Oregon,10622.51656,No,Basic,Bachelor,12/1/2011,Employed,F,25634,Rural,Married,67,12,53,0,2,Personal Auto,Personal L2,Offer4,Call Center,144.728404,Four-Door Car,Medsize
EC66666,Arizona,7296.493236,No,Basic,College,1/1/2011,Unemployed,F,0,Suburban,Divorced,67,29,88,0,2,Personal Auto,Personal L1,Offer1,Web,321.6,Two-Door Car,Medsize
XK39439,California,4759.664624,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,81,10,80,3,3,Personal Auto,Personal L3,Offer1,Agent,388.8,Four-Door Car,Medsize
GJ47896,Arizona,2661.033435,No,Basic,College,1/13/11,Employed,F,35503,Urban,Married,67,14,95,0,1,Personal Auto,Personal L3,Offer1,Branch,216.173135,Two-Door Car,Medsize
TY30683,Oregon,3527.398513,No,Extended,College,6/2/2011,Disabled,F,26156,Suburban,Single,96,27,50,0,1,Corporate Auto,Corporate L2,Offer2,Agent,460.8,Four-Door Car,Medsize
TU33850,Washington,4617.391775,No,Basic,Bachelor,1/25/11,Medical Leave,F,16764,Suburban,Married,61,13,79,0,7,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize
XC83045,Nevada,16460.07754,No,Extended,Bachelor,9/2/2011,Disabled,M,16869,Suburban,Divorced,222,28,57,0,3,Personal Auto,Personal L2,Offer1,Call Center,1065.6,Luxury SUV,Small
DX34647,California,7761.267839,No,Extended,College,2/24/11,Employed,F,43137,Suburban,Married,96,8,41,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Large
CF57022,Oregon,10442.65139,No,Extended,Bachelor,1/26/11,Medical Leave,M,17269,Suburban,Married,139,3,31,0,5,Personal Auto,Personal L1,Offer1,Branch,667.2,SUV,Small
NN44612,Nevada,4909.844198,No,Basic,Bachelor,2/28/11,Employed,F,61402,Urban,Divorced,62,1,69,0,3,Personal Auto,Personal L3,Offer1,Agent,252.157829,Two-Door Car,Medsize
IC43478,California,11264.36334,No,Extended,Bachelor,1/22/11,Employed,M,34923,Suburban,Single,98,23,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,639.105556,Two-Door Car,Medsize
GJ99406,Arizona,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small
DN34058,Washington,28119.28723,No,Extended,Bachelor,1/21/11,Employed,F,68211,Suburban,Married,99,9,21,0,2,Corporate Auto,Corporate L1,Offer2,Branch,475.2,Four-Door Car,Small
PF88939,Nevada,7860.086842,No,Basic,Doctor,2/28/11,Disabled,M,21726,Suburban,Married,104,20,79,0,8,Personal Auto,Personal L2,Offer2,Branch,697.010998,SUV,Medsize
ZJ65064,California,4921.752296,No,Basic,College,5/2/2011,Unemployed,F,0,Suburban,Single,70,28,29,0,8,Personal Auto,Personal L1,Offer3,Call Center,336.0,Four-Door Car,Medsize
AM57175,Oregon,15000.84238,No,Extended,High School or Below,6/1/2011,Employed,F,62473,Suburban,Divorced,76,6,70,1,2,Personal Auto,Personal L3,Offer1,Branch,507.560729,Four-Door Car,Small
VD37089,Washington,3478.887023,No,Extended,College,7/1/2011,Employed,M,29938,Suburban,Divorced,90,8,35,0,1,Corporate Auto,Corporate L1,Offer2,Branch,562.426585,Four-Door Car,Medsize
TE34064,California,2168.523464,No,Basic,High School or Below,6/1/2011,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,Medsize
HT50748,Oregon,2779.85389,No,Basic,Doctor,1/25/11,Employed,F,38893,Urban,Single,69,12,60,0,1,Personal Auto,Personal L3,Offer1,Branch,279.960213,Two-Door Car,Medsize
BJ53923,Arizona,2600.272131,No,Basic,High School or Below,1/20/11,Employed,M,51978,Rural,Married,66,18,81,0,1,Corporate Auto,Corporate L3,Offer2,Agent,144.782152,Four-Door Car,Medsize
WS84995,Nevada,9202.638441,No,Extended,Master,1/25/11,Unemployed,M,0,Suburban,Married,80,8,71,0,2,Personal Auto,Personal L3,Offer1,Agent,384.0,Four-Door Car,Medsize
EW33419,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Corporate Auto,Corporate L2,Offer2,Call Center,480.0,SUV,Medsize
QD86074,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20,44,0,9,Corporate Auto,Corporate L1,Offer2,Web,542.4,Four-Door Car,Large
FJ62579,Oregon,12285.0473,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Divorced,183,29,65,2,7,Personal Auto,Personal L3,Offer1,Call Center,878.4,Luxury SUV,Small
BL54814,Arizona,4871.15057,No,Basic,College,1/21/11,Employed,M,72648,Rural,Married,61,0,78,0,5,Personal Auto,Personal L2,Offer3,Agent,120.850664,Four-Door Car,Large
NE83217,Nevada,3746.03079,No,Extended,Bachelor,1/26/11,Employed,F,70342,Suburban,Single,96,3,99,1,1,Personal Auto,Personal L2,Offer3,Web,685.907341,Four-Door Car,Small
LP69867,Oregon,2851.645994,No,Extended,High School or Below,12/1/2011,Unemployed,M,0,Suburban,Single,82,15,82,0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,Four-Door Car,Medsize
ZK54897,Arizona,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize
RN98239,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize
KI17749,Oregon,2682.423898,No,Basic,High School or Below,4/2/2011,Disabled,F,24823,Urban,Married,69,23,66,0,1,Personal Auto,Personal L1,Offer1,Agent,229.279059,Four-Door Car,Medsize
OY70124,Washington,12741.84754,Yes,Basic,Bachelor,7/1/2011,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L3,Offer1,Branch,419.365958,SUV,Medsize
BC90645,California,2675.029491,No,Basic,Master,1/2/2011,Employed,F,55479,Rural,Single,68,5,7,1,1,Personal Auto,Personal L2,Offer2,Branch,117.964245,Four-Door Car,Medsize
CN49086,California,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Corporate Auto,Corporate L3,Offer2,Branch,600.0,SUV,Medsize
QW31435,Oregon,7191.831645,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Urban,Married,67,9,54,0,2,Personal Auto,Personal L3,Offer3,Branch,308.54976,Two-Door Car,Medsize
NX18821,Oregon,5564.735366,No,Basic,Master,2/2/2011,Employed,M,49833,Suburban,Married,69,5,74,0,7,Personal Auto,Personal L3,Offer3,Agent,331.2,Four-Door Car,Small
CL73599,Arizona,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize
AB31813,Washington,44771.29936,No,Extended,High School or Below,12/2/2011,Unemployed,M,0,Suburban,Married,131,20,59,0,2,Personal Auto,Personal L3,Offer3,Agent,842.391832,SUV,Medsize
YP32443,Oregon,4372.194536,No,Basic,Bachelor,1/23/11,Medical Leave,M,20354,Suburban,Married,116,23,0,0,1,Personal Auto,Personal L1,Offer3,Agent,556.8,SUV,Medsize
KP72427,Washington,21639.83862,No,Basic,High School or Below,2/21/11,Employed,M,64455,Rural,Married,108,5,43,0,2,Personal Auto,Personal L3,Offer2,Agent,133.735395,SUV,Medsize
SN27401,Washington,7320.070571,No,Premium,High School or Below,5/1/2011,Unemployed,M,0,Suburban,Single,112,30,29,1,3,Personal Auto,Personal L2,Offer2,Agent,806.4,Two-Door Car,Medsize
OL48469,Nevada,4162.179638,No,Basic,High School or Below,6/1/2011,Unemployed,M,0,Suburban,Single,67,26,88,3,3,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize
KJ41153,Oregon,8292.626726,No,Basic,College,1/22/11,Employed,M,79632,Urban,Divorced,106,7,72,1,3,Personal Auto,Personal L3,Offer2,Branch,344.048739,SUV,Medsize
JF16897,Oregon,8776.363448,No,Basic,High School or Below,2/23/11,Employed,F,28360,Suburban,Married,73,8,65,0,2,Personal Auto,Personal L3,Offer1,Branch,863.909989,Four-Door Car,Medsize
MB90871,Oregon,5847.415237,No,Extended,College,1/26/11,Medical Leave,F,23496,Rural,Married,77,17,88,0,8,Special Auto,Special L1,Offer3,Web,13.164097,Four-Door Car,Medsize
WR90490,Nevada,4893.979609,No,Basic,High School or Below,1/21/11,Disabled,M,25572,Suburban,Married,65,0,30,0,3,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,Medsize
JO64353,Oregon,5301.835462,No,Basic,High School or Below,1/1/2011,Employed,F,20269,Suburban,Married,66,14,79,0,3,Personal Auto,Personal L3,Offer1,Agent,475.2,Two-Door Car,Small
UI63465,Oregon,2917.539465,No,Basic,High School or Below,1/18/11,Employed,F,51622,Suburban,Divorced,74,29,32,0,1,Corporate Auto,Corporate L1,Offer1,Agent,355.2,Four-Door Car,Small
PP36346,Nevada,3708.811428,No,Extended,High School or Below,1/27/11,Disabled,F,23393,Suburban,Married,95,26,37,0,1,Corporate Auto,Corporate L1,Offer2,Branch,456.0,Four-Door Car,Medsize
ZI48518,Nevada,3891.583881,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,103,8,35,0,1,Personal Auto,Personal L2,Offer1,Web,558.281543,Sports Car,Medsize
IM41800,Nevada,8268.272933,No,Basic,College,2/2/2011,Employed,M,95419,Suburban,Married,70,6,61,3,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Medsize
OR48881,Oregon,6308.922374,No,Extended,Doctor,5/2/2011,Employed,F,21368,Rural,Married,79,7,2,0,6,Corporate Auto,Corporate L3,Offer2,Call Center,4.61262,Four-Door Car,Medsize
HO50571,California,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize
FK28721,Oregon,7714.650119,No,Basic,High School or Below,8/1/2011,Unemployed,M,0,Suburban,Single,74,33,24,0,2,Corporate Auto,Corporate L2,Offer3,Agent,532.8,Two-Door Car,Medsize
EB52195,Oregon,7981.444703,No,Basic,College,1/21/11,Employed,F,40639,Urban,Married,67,21,77,0,2,Personal Auto,Personal L3,Offer4,Branch,301.60252,Four-Door Car,Medsize
RR47424,California,21766.83059,No,Premium,High School or Below,1/24/11,Unemployed,F,0,Suburban,Married,290,11,18,0,5,Personal Auto,Personal L3,Offer1,Call Center,1550.596808,Luxury Car,Medsize
HC37968,Oregon,8543.325539,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Married,117,0,6,0,4,Personal Auto,Personal L3,Offer1,Call Center,561.6,Sports Car,Medsize
RI40862,Nevada,5573.10605,No,Basic,College,2/18/11,Employed,M,85704,Urban,Married,69,21,84,0,7,Personal Auto,Personal L3,Offer1,Agent,325.395532,Four-Door Car,Small
IY98928,Arizona,5176.157299,No,Basic,Master,1/25/11,Employed,F,91475,Rural,Divorced,64,28,35,0,3,Personal Auto,Personal L1,Offer1,Agent,73.295606,Four-Door Car,Medsize
HV50891,Nevada,3528.044252,Yes,Extended,Doctor,1/2/2011,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize
UO40726,Oregon,3146.037899,No,Extended,Bachelor,2/21/11,Employed,F,28089,Suburban,Single,82,11,72,1,1,Personal Auto,Personal L2,Offer4,Agent,411.856297,Two-Door Car,Medsize
YM20358,Oregon,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal Auto,Personal L2,Offer2,Call Center,525.6,Two-Door Car,Small
PP97061,Nevada,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
QF29828,Arizona,3208.919835,No,Extended,Master,8/2/2011,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Offer1,Agent,78.008093,Four-Door Car,Medsize
BN14307,Oregon,4692.660787,No,Basic,College,2/2/2011,Unemployed,M,0,Suburban,Single,69,24,23,0,8,Personal Auto,Personal L2,Offer2,Call Center,549.271947,Two-Door Car,Medsize
KZ11847,California,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Small
LK49091,California,3657.585449,No,Extended,Bachelor,2/2/2011,Employed,F,62650,Rural,Married,92,0,42,0,1,Personal Auto,Personal L2,Offer2,Branch,148.820742,Four-Door Car,Large
MD33155,California,2580.849899,Yes,Basic,College,9/2/2011,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize
VE55982,Nevada,2644.684556,No,Basic,Bachelor,1/1/2011,Employed,M,54000,Suburban,Divorced,66,15,45,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,373.881547,Two-Door Car,Medsize
TF23305,Arizona,3574.990725,No,Extended,College,1/29/11,Employed,F,51950,Suburban,Married,89,34,90,0,1,Personal Auto,Personal L3,Offer1,Web,429.171384,Two-Door Car,Large
TI19722,Washington,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Corporate Auto,Corporate L2,Offer2,Branch,91.834668,Four-Door Car,Medsize
YV85096,Oregon,5272.005079,No,Basic,Bachelor,2/19/11,Employed,F,98110,Urban,Married,65,3,77,0,8,Corporate Auto,Corporate L2,Offer1,Branch,176.287711,Four-Door Car,Medsize
EU78163,California,4792.509792,No,Basic,College,2/16/11,Disabled,F,20181,Suburban,Married,66,8,66,2,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize
No35621,Arizona,2369.369299,No,Basic,Bachelor,1/19/11,Employed,M,49746,Suburban,Single,61,5,88,0,1,Personal Auto,Personal L2,Offer2,Call Center,624.42874,Two-Door Car,Small
IP69763,Washington,21914.40548,No,Premium,College,7/1/2011,Employed,F,77311,Rural,Married,181,18,36,0,2,Personal Auto,Personal L1,Offer1,Agent,113.609508,SUV,Medsize
QZ24527,California,33473.34946,Yes,Basic,Bachelor,11/1/2011,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize
CO19402,California,13265.51039,No,Basic,Bachelor,9/1/2011,Employed,F,99617,Rural,Married,109,1,62,0,2,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize
JP35025,California,5714.165863,No,Basic,Master,2/23/11,Disabled,F,23726,Suburban,Divorced,74,1,83,0,9,Corporate Auto,Corporate L1,Offer1,Call Center,355.2,Four-Door Car,Small
EZ30498,Oregon,8635.4035,No,Basic,Bachelor,2/15/11,Medical Leave,M,13129,Suburban,Married,117,15,93,0,6,Personal Auto,Personal L3,Offer1,Web,700.901632,SUV,Medsize
KA62728,California,8886.610685,No,Premium,High School or Below,6/1/2011,Employed,M,87094,Rural,Single,113,20,17,1,5,Personal Auto,Personal L2,Offer3,Agent,64.894362,Four-Door Car,Medsize
MZ89625,California,9263.179837,No,Premium,Bachelor,2/1/2011,Employed,F,23377,Suburban,Married,116,15,19,0,3,Personal Auto,Personal L3,Offer2,Web,556.8,Four-Door Car,Medsize
GT65065,Oregon,8842.650024,No,Basic,Master,2/21/11,Employed,F,42142,Urban,Single,112,1,8,0,3,Personal Auto,Personal L3,Offer4,Branch,396.17554,Sports Car,Medsize
WW99844,Oregon,4944.088762,No,Basic,High School or Below,7/2/2011,Employed,F,53607,Rural,Married,61,4,18,0,9,Personal Auto,Personal L2,Offer3,Web,93.891207,Four-Door Car,Medsize
SI78985,Oregon,7993.003997,No,Premium,Bachelor,3/1/2011,Employed,F,39448,Rural,Married,103,10,14,3,5,Personal Auto,Personal L1,Offer3,Web,66.020788,Four-Door Car,Medsize
UT18598,California,4914.731004,No,Basic,Bachelor,2/24/11,Disabled,F,14232,Suburban,Married,64,13,1,0,5,Personal Auto,Personal L3,Offer4,Agent,307.2,Four-Door Car,Small
KX18446,Washington,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Corporate Auto,Corporate L2,Offer2,Agent,599.000883,Two-Door Car,Medsize
SY66568,Oregon,9415.527031,No,Premium,College,1/25/11,Employed,F,55338,Suburban,Married,116,25,54,0,7,Corporate Auto,Corporate L3,Offer2,Branch,556.8,Two-Door Car,Medsize
